2025-10-04 02:07:54,348 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 01:01:36,005 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: boss
2025-10-06 01:04:41,465 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 01:05:34,589 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: boss
2025-10-06 05:20:25,911 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 05:22:19,263 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: boss
2025-10-06 05:25:19,838 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-06 05:33:59,388 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 05:34:48,561 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_FAILED | Details: Invalid access key for user: reyansh
2025-10-06 05:35:38,194 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-06 01:37:39,492 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 01:38:28,346 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 01:38:54,452 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 01:39:37,028 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 01:40:11,135 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-06 01:42:33,950 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 23:49:15,569 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 23:52:04,213 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 23:55:26,025 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-06 23:55:48,889 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_FAILED | Details: Invalid access key for user: reyansh
2025-10-07 00:01:34,274 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:01:56,539 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 00:10:58,003 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:11:13,502 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:18:39,824 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:20:53,528 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:23:08,440 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 04:27:38,203 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 04:28:17,180 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 04:32:00,277 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 04:32:20,462 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 04:34:03,649 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 04:34:25,177 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 00:38:15,953 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:38:21,420 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:38:40,655 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:39:55,213 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:42:07,452 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:43:33,864 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 00:43:56,880 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 04:44:32,346 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 04:44:59,628 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 04:48:11,812 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 04:48:35,046 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 04:53:35,423 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 04:53:58,796 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 01:03:47,341 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 01:04:27,894 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 01:04:58,827 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 01:06:14,079 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 01:09:20,936 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 05:10:56,394 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 05:11:21,503 - IP: 24.226.99.230 | Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 05:15:23,079 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 05:15:40,858 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: reyansh
2025-10-07 05:25:12,593 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 05:26:47,100 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 05:27:43,495 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 05:28:07,122 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: APP_START | Details: Application started
2025-10-07 05:28:42,253 - IP: 24.226.99.230 | Browser Location: Burlington, Ontario, Canada | Event: AUTH_SUCCESS | Details: User authenticated: boss
